,name,desc
694,Xceed Molecular,"Developer of expression-based molecular diagnostic products. The company is working on the speed, simplicity, and efficiency of expression-based molecular diagnostics through its “Ziplex™” Automated Workstation. The Ziplex uses the company\'s flow-thru-chip microarray technology to perform highly multiplexed molecular assays faster and at a lower cost than conventional array systems, while providing simplicity of use that is essential for broader adoption of molecular diagnostics."
3615,SpeakerGram,Developer of online platform to connect public speaker. The company makes it easier for speakers and event organizers to connect and provide a single dashboard to manage requests and engagements.
2298,Med-Shred,"Provider of medical waste treatment services. The company offers transportation, collection, treatment and disposal of medical waste."
1206,TargetCast Networks,Operator of a digital advertising company that provides venue operators to create and post their own and custom designed promotional messages directly on television sets. The company gives every affiliate restaurant the ability to create customized marketing messages for their store and their customers. It promotes featured products and introduces new products.
4509,ChemTrak,"Provider of medical information to healthcare industry professionals. The company designs and presents interactive, informational, video and animated graphic presentations for the medical industry."
2668,SOGEM,Developer of wind energy power parks. The company develops alternate source of energy using wind power.
4306,Cardiac Support Systems,Operator of innovative factory. The company operates as a licensee of a technology to treat patients suffering from ventricular fibrillation.
797,XOsphere,"Developer of mobile content management applications. The company\'s products enables marketers to develop and deploy rich media content to mobile devices. The company\'s services include consulting, conceptual planning, development, deployment, hosting, reporting/analytics, integration and billing and end-user management."
61,Glancee,"Provider of is an application for iPhone, Android and Facebook."
3362,Perceptual Networks,"Developer of social mobile and web applications. The company is a developer of social mobile and web applications which helps users to connect with their community, friends, co-workers and life partner."
2774,Percutaneous Systems,Developer of medical devices for kidney stone procedures. The company is focused on developing and commercializing devices for the treatment of endourologic kidney stones.
2882,Fafarazzi,"Provider of an entertainment platform. The company provides entertainment news, pop culture games, social forums as well as fantasy celebrity leagues for its users. It brings together the idea of social networking plus celebrities."
4800,BMEYE,"Developer and manufacturer of cardiovascular monitoring devices. The company offers products and technologies to measure blood pressure and cardiac output. It has two products approved for sale in the U.S. and Europe from the platform Nexfin, for the cardiology market, and ccNexfin, for the anesthesia and critical care markets."
4405,51pegasi,"Provider of a software for sports event production management. The company provides sports event production management software to event organizing committees, integrators, operators, sponsors, International Sports Federations and related media companies."
4437,SNRLabs,"Developer of software for smart phones and mini laptops. The company offers SNRLabs Convergence Manager, a software that incorporates multiple radios, such as GSM and WiFi, WiMAX and WiFi and 3G and WiFi."
1187,iGet.it,Operator of an online private buying club of exclusive products. The company provides opportunity to members to buy exclusive products for a limited period of time.
68,Waywire,"Provider of a social artery for video news. The company\'s network provides original, syndicated and community created video content, allowing people to develop informed opinions on topics and then engage in positive debates and discussions."
4469,Raysearch Laboratories,Developer of software for cancer radiation therapy. The company\'s products are used to enhance the efficiency of radiation therapy by optimizing the radiation dose for each cancer patient.
4063,Sherrington Pharmaceuticals,Developer of a pain treatment drug. The company develops chronic and refractory pain treatment for end-stage cancer patients and other severe pain indications.
2563,DenX Advanced Dental Systems,"Provider of dental teaching and practicing technologies to dental surgeons and dental schools worldwide to enhance the quality of clinical care and equip dental educators with pre-clinical teaching equipment. The company also manufactures and markets the DentSim simulator, which is presently located in over 25 dental schools around the world to help teach dental students professional skills."
217,Samna,Developer of word processing software for personal computers. The company serves as the springbroad for an all-out expansion into word processing.
1212,A World of Tile,"Owner and operator of a chain of retail tile and stone stores. The company\'s stores offer stone, ceramic, and porcelain tile products, as well as installation seminars."
3177,GoldPocket Interactive,Provider of a television software. The company provides two-way interactive television programming for set-top boxes and personal computers.
3614,Direct Health,Provider of domiciliary and home-care services. The company supplies care workers into homes for those with special and geriatric needs.
93,NowMedia,Provider of an online platform for live video streaming of events. The company engages in developing an integrated broadcast media network in order to build location-centric mobile communities with live interactive content.
2693,2Roam,"Provider of a Wireless Web Application Service. The company\'s solution is targeted at Web site businesses. The company provide Web site businesses with the products and services they require to extend their brand and revenue models to wireless users with functionality, usability and control."
3439,TopTier Software,"Provider of enterprise information portals and products that unify information residing throughout an organization\'s computing systems. The company provides software platform that integrates corporate data residing in a company and its business partners enterprise applications, databases, text documents, web sites and other data sources and allows end users to directly access, navigate and manipulate this data through a corporate portal which serves as a common user interface for the company."
3696,Guandong Dongpeng Ceramics Co.,"Manufacturer of porcelain, ceramic tiles and sanitary ware. The company provides glazed and unglazed porcelain and marble tiles."
1301,Followap,Provider of instant messaging and interconnect solutions. The company enables operators to provide real-time communication by messaging products.
718,Formspring,"Operator of a website that allows its users to set up a profile page, from which anyone can ask them questions. The company gives their members a platform to express their point of view and personality through engaging conversations and interact with friends and followers."
938,Intermed Discovery,"Developer of natural products for the life science industry.  The company generates proprietary product pipelines of early stage pharmaceuticals and functional ingredients for the life science, animal health, agrochemical, food and cosmetic industries."
2209,Ethimmo,Provider of social housing services. The company caters to the real estate industry and offers housing facilities for families and single people with limited financial possibilities.
917,Net.Genesis,"Provider of software and services that empower companies to understand, optimize and accelerate their online businesses. The company\'s flagship product, net.Analysis, is a Web site analysis solution, offering analytical power, reporting, scalability and enterprise support."
4384,Zik Energy Points,"Provider of analysis services for the supply chain. The company provides analysis of energy and resource use in the supply chain, including assessment of consumed  energy, water, fuels and materials. The company provides its services to enterprises seeking to understand their resource efficiency and operational resilience."
3950,Cima Systems,Provider of marketing communications tools for the automotive industry. The company\'s marketing communication systems enables dealership\'s interaction with customers and prospects. It also enables dealers to fix appointments via web and automated phone and provides ROI analysis on marketing campaigns.
2497,Celestry,Provider of physical design products. The company offers software and services to electronic and semiconductor companies that are involved with the design of chips.
3899,MIDAS Vision Systems,Developer of automated optical inspection systems. The company offers automated optical inspection systems for yield management in the production of multilayer co-fired ceramic (MLC) substrates and high-density flexible printed circuit boards (FPCs).
4735,Asoyia,"Producer of soybeans and soybean oil. The company serves food processors, institutional food management and restaurant chains."
1892,Adash New Building Materials,"Manufacturer of external wall insulation materials. The company develops, manufactures and sells external wall insulation materials."
3569,Bridge Pharmaceuticals,Provider of preclinical services. The company conducts drug development and preclinical services which include short and long-term in vivo studies ranging from acute to carcinogenicity protocols.
232,Translarity,Manufacturer of semiconductor testing equipment. The company develops semiconductor testing technology and uses lasers to create signal pathways for electronics industry. It also provides wafer contact tools for test and burn-in and serves semiconductor manufacturers.
388,Navitas Cancer Rehabilitation Centers of America,Provider of personalized integrated cancer rehabilitation services to cancer patients.
3455,PlanPlatform,Developer of software that provides engineers with two-dimensional and three-dimensional software drafting tools. The company develops SaaS technologies that enable users to edit two dimensional and three dimensional Computer Aided Design and geospatial data from every internet enabled machine.
3419,Skillboost Project,Provider of an e-learning platform for young soccer players. The company offers an online training system for sports and also features moves and dribbles from different angles through 3D visualization on web and smartphones.
1140,Harper Leather Goods,Manufacturers and distributors of rawhide pet products such as dog bones and chews. The company\'s products include a variety of rawhide dog bones and chews produced in different sizes and marketed as plain or basted with flavors.
3926,Sanofi Genzyme,"Manufacturer of human health-care products. The company focuses on rare genetic disease disorders, renal diseases, orthopedics, cancers, transplant and immune diseases, and diagnostic and predictive testing areas. It operates as a biotechnology company worldwide."
4686,OSS Mozambique,"Provider of warehousing spaces. The company rents warehouses for mining, agricultural and construction industries."
813,DeinDesign,"Provider of adhesive foils for decorating or labelling any surface. The company\'s main focus is on the pasting of various electronic devices such as iPod, iPhone or MP3 player, as well as notebooks and laptops."
4048,HealthSouk,"Developer of an online health care network. The company provides its users with access to health care providers offering treatments and procedures. It provides a platform where patients can ask questions, receive answers, search for procedures and directly purchase procedures while comparing price and quality in an easy to understand manner."
4543,TellApart,Developer of online marketing applications for ecommerce retailers. The company uses personalized retargeting technology to create banner advertisements and offers a platform that helps users to collect and organize cloud based customer data.
1963,Familiar,Provider of private photo sharing service. The company enables friends and families to privately share photos directly to each other.
1565,Tri Chemical Laboratories,"Manufacturer of semiconductor materials. The company engages in developing semiconductor materials such as optical fiber, etching gases and special reagents."
622,Opscape,Developer of business intelligence software. The company offers data visualization software that enables user to convert large data into visual representation.
159,Virtual Expert Clinics,"Developer of an educational therapy supports for schools and districts to educate students with developmental disorders. The company\'s first product, AutismPro Home is a nine-step subscription-based online software program that allows parents to design, manage and deliver customized therapeutic programs for their children with autism."
431,Bigstep.com,"Provider of hosting services for business and e-commerce Web sites. The company offers Web site design and promotion, marketing and reporting, e-commerce and customer support services, as well as communication tools."
3966,Nanosphere,"Nanosphere Inc develops, manufactures and markets molecular diagnostics platform, the Verigene System, which enables sensitive genomic and protein testing on a single platform."
1612,DoughNET,"Provider of tips and tools to teach kids how to manage their money or invest in the stock market. The company\'s educational portal site provides teens with online financial services and information, enabling them to make online purchases and donations."
4,GrindMedia,"Provider of online action sports and entertainment content. The company provides adventure sports and entertainment content, featuring print, online and event properties through action sports, comedy and custom client web solutions."
3893,Future Point Systems,"Developer of visual information system (VIS) software to government and commercial organizations. The company provides a visual analytics platform that includes visual tools, such as VIS, an information visualization technology that provides data acquisition, information management and analysis capabilities; and XML Engineering Environment, a software solution that enables the development of custom information retrieval and processing. It also provides training, integration, and analysis support services through a network of strategic resellers."
3034,Mansard Capital,"Provider of discretionary management services, multi asset management and alternative investment funds to private client and institution. The company has corporate partnerships with financial firms in the UK and globally. It also offer investment products to both retail and institutional client."
603,Vivisimo,"Provider of enterprise search software solutions to OEM and reseller markets. The companies search solutions are used on corporate and governmental Web sites, enterprise intranets and departments, and in government intelligence agencies."
268,Concilium Technologies,"Provider of equipments and applications services. The company provides equipments and application services to companies in broadcasting, telecommunications and electronics sectors in South Africa."
163,Precision Beam,Provider of laser cutting services. The company provides laser cutting and welding services in United Kingdom.
905,Famgro,"Provider of an indoor farming platform. The company provides a farming system equipped with a hydroponic growing system and an automatic harvesting system, that helps to grow produce in urban areas without use of pesticides."
2270,MS2,"Provider of Product Lifecycle Automation services to industry. The company\'s product, MS2 Accelerate, is a web-based software application built for companies that develop products using a lifecycle process. It was started in 1998 to deliver an application that provides companies with Faster time-to-market Faster ramp-to-volume Lower development to manufacturing costs."
1985,Spring Lake Technologies,Developer of on-demand sales performance software. The company\'s software enable individual sales professional to significantly increase close rates by improving seller and buyer alignment during the sales process.
1741,YaData,Provider of analytical software for marketers to micro-segment consumers. The company provides an automated business intelligence tool for self-discovery of customer micro-segments.
3988,Cambridge Display Technology,Developer of of polymer organic light emitting diodes (P-OLEDs).
2448,Wine Preserva,"Developer of device to preserve the quality of wine. The company offers Wine Shield, an in-bottle floating lid that is a barrier to oxidation. The product is designed for consumers who open bottles but don\'t consume the contents immediately, and for restaurants and bars that sell bottled wine by the glass."
1645,Intuit,"Intuit Inc was incorporated in California in March 1984. The Company was reincorporated in Delaware and completed its initial public offering in March 1993. The Company creates business and financial management solutions that help simplify the business of life for small businesses, consumers, and accounting professionals. The Company\'s products and services include; QuickBooks, TurboTax, Quicken and Mint, and help customers solve business and financial management problems including running a small business, paying bills, and filing income taxes. The Company\'s tax preparation offerings for professional accountants includes; ProSeries and Lacerte. The Company operates its businesses into three segments; Small Business, Consumer Tax, and Professional Tax. The Small Business segment includes offerings targeting the small business market. It includes QuickBooks financial and business management online services and desktop software for small businesses and the accounting professionals serving small businesses; Small business payroll and employee management products and services; Payment processing services for small businesses, including merchant services such as credit and debit card processing; web-based transaction processing services for online merchants; secure online payments for small businesses and their customers through the Intuit Commerce Network; GoPayment mobile payment processing services; and QuickBooks Point of Sale solutions. The Consumer Tax segment targets consumers and includes TurboTax income tax preparation products and services and electronic tax filing services. The Professional Tax segment targets professional accountants and includes Lacerte, ProSeries, and Intuit Tax Online professional tax products and services. The Company faces competition in all businesses, both domestically and internationally. The Company\'s competitors includes; Wells Fargo, JP Morgan Chase, Bank of America, First Data Corporation, Elavon, Global Payments, FIS-Certegy, PayPal and Square. The Company is subject to federal and state laws and government regulations concerning employee safety and health and environmental matters."
3840,Tiny Pictures,Operator of a mobile media-sharing site called Radar. The company\'s services help users to share mobile photos and videos to its site through e-mail and mobile messaging. It develops applications that enable users to share videos and images to others across mobile networks and social networking platforms.
2770,Kinaxo Biotechnologies,Developer of spectrum-specific kinase inhibitors. The company operates as a service company specializing in chemical proteomics methods to support the development of small molecule drugs. The company spun out of the Max Planck Institute of Biochemistry.
4430,Voice Access Technologies,"Provider of voice-activated information services. The company\'s voice access platform and application enables service providers and enterprises to deliver user-requested content across multiple presentation platforms, automated voice-response, fax, PDA, SMS, WAP, web, email and pagers."
4173,Heverest.ru,"Operator of an online shopping portal. The company provides clothing, footwear, bags and backpacks, sports and outdoor tourism equipment and accessories."
1881,Jive Software,"Jive Software Inc provides communication and collaboration solutions for business. The Company sell its products through a direct sales force, both domestically and internationally."
2225,Intertisement,Provider of advertising services to businesses and individuals. The company engages in the research and development of 3D augmented reality services and markets the same to the customers to be used as a visual advertisement platform.
1992,Inpharmatica,"Provider of proprietary platform, PharmaCarta(TM), is an integrated suite of informatics-based technologies. The company uses its  informatics approaches to look at the relationships between the structure and function of proteins in order to identify drug targets for further commercial development."
1549,Emissary Systems,Developer of communication software. The company produces software which enable communication among personal computers.
1867,Mygola,Provider of online trip advisory services. The company provides a travel planning service that helps users to create custom trip plans in minutes.
2070,Chromatide,"Provider of custom purification services. The company provides outsourced purification services to the pharmaceutical, biotech, agrochemical and fine chemical industries. It also offers custom peptide synthesis services."
3090,Harvest Technologies Corp,"Provider of bone marrow aspirate concentrate (BMAC) systems to treat vascular, orthopedic and cardiovascular diseases. The company offers SmartJet applicator kits that deliver platelet concentrate and thrombin to the surgical site. It helps in improving patient outcomes by enhancing the body\'s normal healing process using adult stem cells and growth factors."
1107,Diktamen,Developer of workflow management and resource planning software. The company offers all-in-one dictation and transcription enterprise resource planning system with workflow management and resource planning features for transcription companies and authors.
339,Quanticel Pharmaceuticals,Developer of medicines for the treatment of cancer and other life-threatening diseases. The company provides a platform for single-cell genomic analysis of human cancer.
809,PeakStream,"Provider of software application development platform for the computing market.The company also provides Workstation, which allows software developers to program processors, such as multi-core CPUs and graphics processor units directly on desktops. It offers technical support, training, and educational services"
4902,IBI Israel Biomedical Innovations,"Developer of surgical products and medical devices. The company develops devices fastens a thin net beneath the organs in a woman’s pelvic area, which have collapsed because of age or childbirth."
2811,Spintech,Developer of composite parts with complex shapes and trapped features that easily integrate into current manufacturing processes. The company develops technologies and tooling services for composite manufacturing and structural repairs in defense and consumer market.
1891,Camelot Care,"Provider of foster care and community based services. The company is a six state provider of foster care and community based services in Illinois, Indiana, Tennessee, Nebraska, Ohio and Florida."
3492,Tak Imaging,"Provider of system solutions. The company provides the consumer photo printer market with system solutions including imaging technologies, semiconductors and software. The company\'s products include silicon, software and reference designs to accelerate original equipment manufacturer (OEM) time-to-market and time-to-volume requirements."
1254,Terraspring,"Developer and provider of management software. The company provides service for the automated deployment, management, visibility and control of the heterogeneous computing environments."
656,AirVend,"Developer and provider of a touchscreen device and software for vending-machine operators. The company develops an interactive touchscreen device and software that displays nutritional information, provides cashless options, and sends real-time data and alerts wirelessly. The company also provides a mobile software product that sends real-time market data, enabling vendors to adjust product offerings."
1431,Exopro,Operator of a medical device company. The company engages in providing dental implant products and related accessories for the Brazilian dental industry.
4696,Catalyst Pharmaceutical Partners,"Developer of a pharmaceutical company. The company focuses on in-licensing, developing and commercializing prescription drugs to treat rare (orphan) neuromuscular and neurological diseases, including Lambert-Eaton Myasthenic Syndrome (LEMS), infantile spasms and Tourette\'s disorder."
2757,Xplore Technologies,Developer of wireless tablet PC. The company provides rugged mobile personal computers and docking systems for both the commercial and military market.
3203,Ambiensis,"Provider of comprehensive development support for new sustainable technologies in the agricultural and environmental sectors. The company provides assistance to business propositions in the areas of finance, product and process development, marketing and business management."
333,Reverb Technologies,"Operator of an online dictionary website. The company operates a dictionary which offers information on words, as well as allows users to place their opinions about words."
4186,BlueRoads,"Provider of innovative indirect channel sales strategies for technology based companies. The company offers enterprise partner opportunity management software solutions for the manufacturers of technology products and services that sell through the reseller channels. It offers deal registration, lead management, renewal management, account registration, and lead referral management solutions."
4383,Emos,"Developer of middle middle office financial software. The company specializes in solutions for futures, options and exchange traded derivatives."
1863,Oceana Therapeutics,"Manufacturer of pharmaceuticals for pediatric endocrinology, urology, oncology, gastroenterology, endocrinology, cardiology and acute care. The company’s Solesta is used for the treatment of fecal (bowel) incontinence."
3265,Descant,Provider of tools to quantify and benchmark the performance of companies using financial and market metrics. The company creates web application that makes it easy for businesses to manage and access financing and credit from a position of strength.
3789,ReproCELL,"Developer of stem cell technologies. The company is engaged in the research and development of regenerative medicine, stem cell assay and culture reagents for cancer treatment."
2366,Fiserv,"Provider of information management and electronic commerce systems and services. The company\'s services include transaction processing, electronic bill payment and presentment, business process outsourcing, document distribution services and software development."
3033,SAW Instruments,Manufacturer and distributor of analysis biosensors for the life sciences industry. The company developes equipments which allows the label free analysis of molecular biomolecular interactions and combines stability and ease of use with high sensitivity.
4554,Marratech,"Developer of collaboration and communication software. The company offers e-meeting, video conferencing and collaboration software."
4827,Cloudsmith,"Provider of services to create and share software from a global cloud of components. The company offers a web service that defines stacks (dependencies) from a cloud of shared packages, extended to include private components. It also allows the users to share and install these stacks wherever they want directly from the cloud."
2322,Imperative Health,"Provider of technology services for personalized weight management. The company is focused on providing ground-breaking health management technology services to address high-risk health conditions, including diabetes, high blood pressure, obesity and raised cholesterol."
3190,Fliptop,Provider of a social media marketing management platform. The company\'s software combines public web and social data with marketing application data in order to identify target companies.
4851,Activiomics,"Developer of biomarker technology. The company has developed a suite of label-free mass spectrometry technologies enabling it to identify and quantify, directly from clinical samples, proteins and phosphoproteins that correlate with the progression of disease and/or the administration of drugs. The company is applying its technologies to the establishment of a pipeline of biomarker assets comprising the identified proteins and phosphoproteins along with their companion diagnostic antibody reagents. The company also partners with the pharmaceutical and biotechnology industry to provide drug profiling and drug mode of action information."
1754,Brands4friends,"Provider of fashion and lifestyle products. The company offers an online shopping club for various brands from the fashion and lifestyle sector. It provides clothes, shoes, accessories, cosmetics, home and living products."
796,Virtual Purchase Card,"Provider of online payment system. The company also provides virtual card which offers secure electronic identification, authorization, settlement and reporting tool."
4159,4Blox,"Provider of a family of software components used to expand CPU processing capacity in internet small computer systems interface (iSCSI) storage area networks. The company offers 4Mezzo suite, a product line of software accelerators to reduce host CPU processing overhead associated with iSCSI in standalone and virtual machines; 4Mezzo Plus Target, an iSCSI target add-on for commodity operating systems, which incorporates 4Blox acceleration techniques; and 4Mezzo Plus Initiator, an iSCSI initiator add-on for commodity operating systems, which incorporates 4Blox acceleration techniques for small to medium sized businesses. It’s software is also available for standalone OSes or iSCSI storage area network solutions from original equipment manufacturers, value added resellers, value added distributors, and independent software vendors."
1461,Obsorb,Developer of a project management application. The company offers a software for project management for business organizations.
1946,Impera Total Return,"Provider of private equity and venture capital financing. The company is a private equity firm that invests the assets entrusted by the shareholders in the segments venture capital, private equity, capital market-related IPO candidates as well as listed companies in special situations."
2445,Pages Software,"Provider of web development technologies. The company\'s technology is used in corporate brochure Web sites, online commercial applications, website launching and submission of search engines."
2326,Zettapoint,"Provider of database optimization software solutions. The company classifies structured data based on actual usage and importance to the organization.It also provides with data storage platforms, as well as optimize business intelligence processes."
3428,Fashion Me Portal de Internet,Provider of social e-commerce platform. The company provides destination for fun and intelligent fashion conversations.
459,iHance,Provider of an email tracking and synching technology. The company provides the platform through which enable the organization to track out the email their send to their customer.
2313,LiveCapital,"Provider of online small business financing. The company offers DecisionExpress product, which creates benefit through automating credit or lease decision processes and integrates workflow."
4983,Camdens,"Operator of an online gift store. The company targets the upscale corporate gift market. It offers wines, gourmet foods and other executive business gift items."
4452,GeoPark,"GeoPark Ltd was incorporated in Bermuda on February 3, 2003. The Company is engaged in the production, development and exploration of oil and gas reserves. It has oil and gas assets and growth platforms in Chile, Colombia, Brazil and Argentina."
1950,Tripath Technology,"Provider of semiconductor products and services. The company provides digital power processing provisions for a variety of applications in the computer, consumer audio and communications markets."
216,Luminate,Provider of an Internet service that turns static images into engaging content. The company\'s platform enables consumers to mouse over images on their favorite websites to learn more and see related products.
2997,Sierra Technologies,"Designer and manufacturer of radio-frequency products and systems for military and civilian applications. The company is a defense contractor based in Buffalo, New York."
801,IP Dynamics,Provider of secure virtual network solutions. The company provides solutions for internet-based service providers.
4123,Kontagent,Provider of a hosted and on demand viral analytics platform for social network application developers. The company\'s social analytics and marketing automation platform enables casual game publishers and game developers to engineer viral growth and gain an understanding of the demographics of their user base.
4589,Tunessence,Provider of an online platform to teach musical instruments. The company\'s software uses audio processing software with instructional videos and gives note-by-note feedback to users.
299,Ontoprise,Provider of industry-proven semanticweb infrastructure technologies and products. The company\'s products are used to support dynamic semantic information integration and information management processes at the enterprise level.
2036,Telecom USA Publishing Group,"Operator of publishing and independent telephone directory business. The company also offer services like publishing, yellow page advertising and interactive audio-text services."
784,Wal-Mart.com,"Owner and operator of an online retail business. The company is a global online seller of consumer products such as electronics, office products, books, furniture and outdoor equipment."
4082,HelioVolt,"Manufacturer of thin-film solar panels. The company operates a manufacturing and research center, creating thin-film solar photovoltaic modules that can be mounted on commercial rooftops, used to create utility-scale, ground-mounted power-generation systems, building-integrated power systems and custom installations."
4486,MicroMed Cardiovascular,Supplier of medical devices mainly for cardiac support. The company offers devices that increases the cardiac output of a failing heart and also act as a bridge to human heart transplant and destination therapies.
2887,Derivatech Risk Solutions,"Provider of foreign exchange derivatives pricing, analytics, and risk management solutions to trading organizations. The company provides volatility surface modeling, pricing and valuation of exotic options, risk derivatives, model development kits, and pricing of custom structures."
4915,Handmark,Developer of mobile media services for mobile devices. The company offers Tantao News Mobile Reader for BlackBerry smartphones that features global and domestic news generated by Chinese news sources.
4787,SoHaTec,"Provider of information technology services to local government entities. The company\'s software platform is tailored to country-specific requirements for its clients, which include Germany and Ukraine."
2426,MyCube,"Operator of a social network that allows individuals and organizations to store and share their information, updates and content with others. The company offers organization, publishing, communication and management tools for all individual brands and content producers that let users own and protect their digital assets, thereby transferring control to the user allowing the content to be monetized."
4518,Investigacion Criogenia y Gas,"Operator of gas transformation plants. The company engages in transport processes handling, storage and regasification of liquid natural gas for use in commercial and industrial consumption. The company also constructs gas transformation plants."
4595,Haley Systems,"Provider of a software for business rules management systems. The company provides cycle times associated with automating business rules, such as policies, procedures, regulations and logic. It also offers consulting, training, and support services."
1698,MaxComm Technologies,"Developer of in-home LAN products, based on DSL-related technology. The company provides broadband internet technology that brings data and multiple voice lines to consumers."
1734,Millipore,"Provider of life science products and services. The company provides innovative products and services that help academic, biotechnology and pharmaceutical customers advance their research, development and production."
3267,OneClick HR,Provider of human resources software. The company operates a web portal offering human resource services including a number of ASP services.
2461,1747,"Provider of web enabled systems to conduct clinical trials directly with participants. The company\'s product aims to clarify participant’s eligibility, aggregates their informed consent, and enrolls them for clinical trials using the internet."
1631,RUN,"Provider of a real time advertising management platform. The company provides an advertising software platform which enbles users to advertise across multiple channels, including mobile, tablet, desktop and television."
161,Bongomagic,"Provider of a platform for social-network marketing services. The company provides a platform that enables users to participate in a social-community marketplace, where they can buy products, apply for vacancies or make recommendations. The platform allows users to join or create their own online communities, where they can collaborate with other community members in make online recommendations, and in so doing, help charitable causes or earn financial rewards."
1160,P21,"Providers of autonomous energy supply and energy-efficient solutions, with the aim of replacing diesel generators with zero-emission products. The company provides services in energy efficiency and monitoring, solutions for supplying electricity to off-grid applications such as monitoring stations, telecommunications facilities or self-sufficient houses; and providing education and research programs for fuel-cell and solar-hydrogen technology."
4066,Aquila Technologies,"Developer of engineering software services. The company offers virtual engineering frameworks, image processing, computer game development, project consulting and project execution services."
822,dotFX,"Provider of technology to develop, deploy, run, and manage client and desktop software over the Internet. The company\'s proprietary technology provides support for developing, deploying and managing applications for cloud and client."
2118,My Goodness,"Producer of sports recovery food, muscle nutrition and milkshake drinks. The company produces sports recovery food and drinks, protein shakes and muscle nutrition products. It offers its sports recovery food to energize, rebuild and hydrate athletes."
2872,EdgeCast Networks,"Provider of media content delivery services. The company provides content delivery network space, helping companies to deliver static content like video, music, games and live streaming."
864,Viking Intervention Technology,"Developer of technology for the oil & gas industry. The company is the creator of patented technology for the intervention of oil & gas wells, including pressure-control equipment."
4484,Genesis Teleserv,Provider of integrated customer contact services. The company also integrates information management systems.
4929,InGrid Solutions,"Provider of software for residential heating, ventilation and air conditioning contractors. The company streamlines day-to-day business processes of construction trade contractors, allowing them to digitize records, report on business performance and improve customer service through cloud software."
3029,AlgoNomics,Provider of structural bioinformatics services. The company provides structural bioinformatics tools to develop rationally designed therapeutics in the broad field of immunotherapy.
3124,Tribe Studios,Developer of a gamified social interaction software. The company provides a social virtual world where every character of the drama is played by a real person.
3275,Barton Nelson,"Manufacturer of advertising and promotional specialty goods. The company offers name badges, sticky notes, flags, pads and flag booklets, custom imprinted flag dispensers, cubes and note holders, lenticular items, magnets, desk calendars, desk pads, note planners and journals, scratch pads, memo books, rulers, bookmarks, door hangers, mailers, vinyl three ring binders, vinyl note pad folders, and vinyl document holders and cases. It serves financial institutions."
4129,Inova Labs,Manufacturer of medical devices. The company develops and commercializes innovative products like LifeChoice Activox and Activox DUO2 oxygen concentrators for patients with respiratory illness.
3204,Capella Microsystems,"Designer of integrated circuits primarily optical electronic products. The company manufactures integrated circuits which are used in telecommunications, mobile phones, smartphones, handheld devices, digital cameras, laptops, desktop computers, LED backlighting, office automation equipment, household electrical appliance and automotive electronics."
3133,Thap,Provider of internet application services. The company works with private and public employers to improve their health and disability management programs.
3228,UGIG,"Provider of an online marketplace for performing artists and set operators. The company provides a web portal to match performing artists and related service providers with potential employers, including booking agents, event organizers and modeling agents."
2077,Lightfull Foods,"Producer of nutritious snacks. The company provides its products through grocery and natural foods stores in United States, as well as online. It also offers smoothies."
875,Bioapter,"Manufacturer of biosensors for the healthcare industry. The company\'s product portfolio includes in situ bio-sensing equipment, aptamers and other DNA sequence identification devices."
961,Hurra Communications,"Provider of integrated online marketing services. The company provides products and services on the subjects of search engine and dialogue marketing. The services provided by the company include search engine advertising, search engine optimization, conversation optimization, web analytics, performance display advertising and Facebook advertising."
795,Accelerator Sciences,"Provider of a search platform for entire suite of science resources. The company offers a search gateway which includes research & development results, project descriptions and accomplishments."
2007,Hoseanna,Provider of women hosiery products. The company provides a social commerce platform providing an automated delivery service for women’s needs.
2131,Duke Corporation,"Manufacturer of machined parts for the automotive and electrical industries. The company is engaged in the manufacture and sale of precision assemblies, systems, machined parts to the automotive and electrical industries."
713,XTeam Training,Developer of virtual training technologies. The company offers virtual training games and simulation for organizational development.
1450,Myelos Neurosciences,"Developer of therapeutics for neuropathic pain, peripheral neuropathy and neurodegenerative central nervous system disorders. The company provides peptide therapy to treat nervous system disorders and related degenerative diseases to treat pain syndromes and peripheral neuropathies."
2104,Amazon Machine Translation R&D Group,Provider of automated language translation and localization software to global enterprises. The company provides enterprise grade machine translation (MT) services.
3197,Swink,"Provider of sports media network. The company\'s website provides video service that cuts sports game films into individual plays, indexes each play and stores them in its database for sports teams and individuals to share their sports highlights with their teams, friends and fans."
3423,Virident Systems,Provider of server side flash storage for the enterprise that delivers consistent performance to data intensive applications. The company\'s services enable enterprises to tackle performance intensive enterprise applications with enterprise flash storage and Solid State Disks (SSD) for database.
1411,Solid Information Technology,"Provider of proprietary database products. The company also provides various consulting services, which include technical assessment, proof of concept and database and application migration services."
